text,label
"Проект BJ 1, блок 2 LOT1D (Субъективный трансформатор питания) (номер тендера: CGN-202103310005) для определения участника проекта.",Название проекта (Описание)
"Проект: блок BJ 1, блок LOT1D (помощный трансформатор питания)",Название проекта (Описание)
Проект AN и проект BJ LOT1Ae (система связи с переключателем DTK),Название проекта (Описание)
Проект AN и проект BJ LOT1Ae (система связи для переключателя DTK) (номер тендера: CGN-20230216001),Название проекта (Описание)
Наименование проекта: проект AN и проект BJ LOT1Ae (система связи с переключателем DTK),Название проекта (Описание)
Проект 3 и 4-го блока LOT70B,Название проекта (Описание)
"Наименование проекта: проект &quot; Порт-оф-Спейн &quot; , проект 3 и блок 4 LOT70B",Название проекта (Описание)
Проект по оборудованию для стыковки топливной палочки,Название проекта (Описание)
Название проекта: Оборудование для стыковки топлива,Название проекта (Описание)
Проект BJ 1 и 2 LOT104K в режиме реального времени,Название проекта (Описание)
Название проекта: LOT88Ac 3 коробки,Название проекта (Описание)
Проект LOT78 для аппаратуры связи,Название проекта (Описание)
Название проекта: Оборудование связи для проекта HC LOT78,Название проекта (Описание)
Проект PY01 с проектным оборудованием для освещения LOT82,Название проекта (Описание)
Проект PY01 поставляется с проектным оборудованием LOT82 для освещения (номер тендера: CGN-202211110002) для определения промежуточного значения проекта,Название проекта (Описание)
Наименование проекта PY01: проектное оборудование для освещения LOT82,Название проекта (Описание)
"Немедицинское оборудование для профессиональной медицинской клиники LOT14Bf, группа 1 и 2 проекта &lt; &lt; Тайпинс &gt; &gt;",Название проекта (Описание)
"Немедицинское оборудование для профессиональной медицинской клиники LOT14Bf, группа LOT14Bf, 1 и 2, проектный проект &lt; &lt; Бентампинг &gt; &gt;",Название проекта (Описание)
"Название проекта: Немедицинское оборудование для профессиональной медицинской клиники LOT14Bf, группа 1 и 2 проекта &lt; &lt; Тайпинс &gt; &gt;",Название проекта (Описание)
Проект SK LOT150Bb (холодильная установка DEL),Название проекта (Описание)
Наименование проекта: проект SK LOT150Bb (группа холодильных установок DEL),Название проекта (Описание)
Контейнеры для основного хранения дизельных двигателей LOT130Ae для блока 1 и 2 (номер тендера: CGN-20221026005),Название проекта (Описание)
"Наименование проекта: основной резервуар для хранения масел для дизельного двигателя LOT130Ae, блок SK 1 и 2",Название проекта (Описание)
Проект LOT150Ai (Йодный ингалятор системы HVAC) (номер тендера: CGN-20220418002) определяет этот проект,Название проекта (Описание)
AD-проекты 3 и 4 LOT120D,Название проекта (Описание)
Наименование проекта AD Project 3 и LOT120D,Название проекта (Описание)
Проект BZ LOT150Bb (холодильная установка DEL),Название проекта (Описание)
Наименование проекта: проект BZ LOT150Bb (группа холодильных установок DEL),Название проекта (Описание)
Проект BZ и основной резервуар для дизельных двигателей LOT130Ae (запрос No CGN-202303020010) для определения проекта,Название проекта (Описание)
Название проекта: Проект BZ и проект AD LOT130Ae Основные резервуары для хранения дизельного двигателя I (проект BZ):,Название проекта (Описание)
Название проекта: Проект BZ и проект AD LOT130Ae Основные резервуары для хранения дизельного двигателя II (проект AD):,Название проекта (Описание)
1-й и 2-й группы LOT14Bg профессиональный медицинский кабинет,Название проекта (Описание)
Медицинское оборудование для профессиональной медицинской палаты блока LOT14Bg для проекта 1 и 2 (номер тендера: CGN-20220714008),Название проекта (Описание)
Проект: блок 1 и блок 2 LOT78H,Название проекта (Описание)
"Первый реактор LOT104Ac в блоке 3, 4 и 1, 2.",Название проекта (Описание)
Проект BJ и проект LOT79 для дизельных генераторов низкой мощности,Название проекта (Описание)
Проект BJ и проект LOT79 по маломощному дизельному генератору (номер тендера: CGN-20220506001),Название проекта (Описание)
Проект по проектированию проектных работ по установке оборудования L и оборудования для трафика,Название проекта (Описание)
Наименование проекта: проектирование и строительство строительного оборудования для устройств L и трафика,Название проекта (Описание)
Проект: проект BJ LOT120K - инструмент для погрузки основного оборудования,Название проекта (Описание)
"Оборудование и дом для лаборатории измерения радиации LOT16Ea, группа 1 и 2",Название проекта (Описание)
Лабораторное оборудование и мебель для измерения радиации LOT16Ea в блоке 1 и 2 проекта (номер тендера: CGN-,Название проекта (Описание)
Название проекта: Лабораторное оборудование и мебель для радиометрического комплекса LOT16Ea проекта 1 и 2,Название проекта (Описание)
Результаты проекта BJ LOT69 по системам постоянного тока и бесперебойного питания,Название проекта (Описание)
"В рамках проекта BJ LOT69 (Конференция No CGN-202105190017) была установлена система постоянного тока и бесперебойной электропитания, включающая в себя:",Название проекта (Описание)
Проект BJ проект LOT69 - система постоянного тока и бесперебойного питания,Название проекта (Описание)
Проект &lt; &lt; LOT130Ra &gt; &gt; по замене перевалочного оборудования,Название проекта (Описание)
Проект LOT130Ra для замены оборудования для перевалки (номер тендера: CGN-20230606006),Название проекта (Описание)
"Наименование проекта &lt; &lt; СК &gt; &gt; , проект &lt; &lt; LOT130Ra &gt; &gt; , для замены оборудования для перевалки",Название проекта (Описание)
AN Проект 1-2 и проект BJ LOT88C,Название проекта (Описание)
Контейнерный шкаф неядерного класса на заводе LOT88C для блока 1-2 проекта AN и блока 1-2 проекта BJ (номер тендера: CGN-2),Название проекта (Описание)
Наименование проекта AN-2 и LOT88C на всех установках группы BJ LOT88C,Название проекта (Описание)
Проект LF LOT1D (помощный трансформатор питания),Название проекта (Описание)
Название проекта: проект LOT1D (помощный трансформатор питания),Название проекта (Описание)
Первые контейнеры для предварительного захоронения на АЭС LOT130Aa (по пункту 1 (группа 3): в том числе на 3-м блоке (21),Название проекта (Описание)
Первая тара для предварительного захоронения на ядерном острове LOT130Aa в составе группы 3 и 4 по проекту CS (по пункту 1 (группа 3): включающая 3-я нуклеарная тара на острове,Название проекта (Описание)
"Пункт 1: Проект BJ 1, блок 2 LOT87Aa",Название проекта (Описание)
Проект LF LOT88Aa Проект электрического шкафа,Название проекта (Описание)
В данном проекте LOT88Aa на заводе используется электрический шкаф на месте (номер тендера: CGN-202211160005),Название проекта (Описание)
Наименование проекта LF LOT88Aa - электрический шкаф для всего завода,Название проекта (Описание)
1-я серия проекта BJ LOT134Ga 1-я и 2-я блоки LOT134Ga,Название проекта (Описание)
Проект LOT1Ab (500kV GIL),Название проекта (Описание)
Название проекта: LOT1Ab (500kV GIL),Название проекта (Описание)
Наименование проекта LOT130Ia TES цементное оборудование,Название проекта (Описание)
Наименование проекта: шкафы для таймеров LOT65 и BOP,Название проекта (Описание)
Проект AD-проекты 3 и 4 LOT130Ab,Название проекта (Описание)
Вторая партия тары для предварительного захоронения в блоке 3 и 4 LOT130Ab (номер тендера: CGN-20230317004),Название проекта (Описание)
"Наименование проекта AD Project 3, 4-я группа LOT130Ab Вторая партия сборных контейнеров",Название проекта (Описание)
Оборудование в экологической лаборатории LOT16Eb проекта BJ,Название проекта (Описание)
Мебель оборудования для экологической лаборатории и центра управления чрезвычайными ситуациями в рамках проекта BJ LOT16Eb (номер тендера: CGN-202205130001),Название проекта (Описание)
Название проекта: Оборудование экологической лаборатории BJ LOT16Eb и центра управления чрезвычайными ситуациями,Название проекта (Описание)
Проект AD LOT150Bb (холодильная установка DEL),Название проекта (Описание)
Проект BJ LOT1Ah 500kV GIL (500kV),Название проекта (Описание)
Название проекта: Проект BJ LOT1Ah 500kV GIL (Линейная сторона 500kV),Название проекта (Описание)
3-й и 4-й блоки LOT160Ca ARE-ARE,Название проекта (Описание)
Проект BJ I в рамках проекта LOT120H,Название проекта (Описание)
Наименование проекта LOT123E PMC и оборудование,Название проекта (Описание)
Проект BT LOT150Bb DEL Холодная группа (переторг) (номер тендера: CGN-202210120002-N1),Название проекта (Описание)
Название проекта: Проект BT LOT150Bb DEL Холодная группа (перезакупка),Название проекта (Описание)
Электрооборудование общего назначения на предприятии LOT88Ab по проекту BJ 1 и 2,Название проекта (Описание)
1-й и 2-й блоки проекта BJ LOT88Ab Оборудование электрического гардеробного гардероба (запрос No CGN-202106160003) для определения проекта,Название проекта (Описание)
Проект: Электрооборудование общего электрического шкафа на заводе LOT88Ab по проекту BJ 1 и 2,Название проекта (Описание)
Проект BJ 1 и 2 LOT70,Название проекта (Описание)
"Проект: проект BJ 1, блок LOT70",Название проекта (Описание)
Лабораторное оборудование и лабораторная мебель группы LOT16D проекта 1-2,Название проекта (Описание)
Лабораторное оборудование и лабораторная мебель группы LOT16D проекта 1-2 (номер тендера: CGN-202105210005),Название проекта (Описание)
Название проекта: Лабораторное оборудование и лабораторная мебель для блока LOT16D проекта 1-2,Название проекта (Описание)
Конфиденциальный конструктор проекта CW 1 и 2 LOT120C,Название проекта (Описание)
AN Проект по созданию трансформатора связи с передней стеной LOT70B,Название проекта (Описание)
Проект BJ 1 и 2 LOT82A для обычных островов и осветительных приборов BOP,Название проекта (Описание)
"Проект: Проект 1, блок 2 LOT82A и оборудование для освещения BOP",Название проекта (Описание)
Конструкция блока 3 и 4 проекта AD LOT120Eb (номер тендера: CGN-202205180007) для определения проекта.,Название проекта (Описание)
Устройства для очистки и удаления отходов в блоке LOT15 проекта LF 5 и 6 (номер тендера: CGN-20220916002) для определения проекта,Название проекта (Описание)
Проект LOT12C (BOP Холодная водная группа) (номер тендера: CGN-202207140015) для определения участника проекта.,Название проекта (Описание)
В данном проекте SK (LOT130D-фильтр) (номер тендера: CGN-202303280004) для определения выигравшей стороны проекта.,Название проекта (Описание)
"В данном проекте рекомендуется использовать в морских районах проекта проектное долгосрочное соглашение по теме демонстрации (номер тендера: CGN-20210415002) для определения участника проекта, например,",Название проекта (Описание)
Проект BJ и логотип LOT20C проекта LF (номер тендера: CGN-20221028005) для определения победителей проекта,Название проекта (Описание)
"В данном проекте LOT45M (номер тендера: CGN-20220726003) для определения победителей проекта, например",Название проекта (Описание)
"Сервис мониторинга почвенно-растительного покрова в рамках данного проекта QX (номер тендера: CGN-202207270016) определяет, что среди участников проекта будут следующие:",Название проекта (Описание)
"Проект BJ No 1, блок No 2 LOT140Ua (Конференция No: CGN-202111010001-N1) для определения победителя проекта",Название проекта (Описание)
В рамках проекта LOT64 (внутренние переключатели NI) (номер тендера: CGN-20220609005-N1) для определения медианы проекта,Название проекта (Описание)
Проект BJ LOT44Eb для обычного островного подвески (номер тендера: CGN-20220329002) для определения медианы проекта,Название проекта (Описание)
Электрогенераторный блок LOT40 для проекта CS (номер тендера: CGN-20220628004) идентифицирует участников проекта как,Название проекта (Описание)
Проект LOT120P (компонент реакторного реактора) (номер тендера: CGN-20230417001) для определения проекта,Название проекта (Описание)
Проект по ремонту общежитий в прибрежном саду Бенянцзян (заказ No CGN-202306010003) для определения проекта,Название проекта (Описание)
Проект «Транзис 1 и 2» (запрос No CGN-202110220006) для определения проекта,Название проекта (Описание)
Проект BJ No 1 и 2 LOT44Aa (обычная сплавная стеночная труба на острове) (запрос No CGN-202105110002) для определения проекта,Название проекта (Описание)
Закупки по проектированию (перезагрузка) (номер тендера: CGN-20220330007-N1) были определены следующим образом:,Название проекта (Описание)
Закупка 2-го тендера с использованием датчиков для проведения тепловых экспериментов (номер тендера: CGN-202301120001-N1) для определения проекта,Название проекта (Описание)
Подписка на основное оборудование в рамках проекта LOT120S (заявка на номер проекта: CGN-202305110001) для определения победителя проекта,Название проекта (Описание)
Проект BJ LOT52Da (перезапрос) (номер тендера: CGN-20211207003-N1) для определения проекта,Название проекта (Описание)
"В данном проекте SK LOT140Cc - основной паровой трубопровод (запрос No: CGN-202306120001) для определения победителей проекта, например",Название проекта (Описание)
Проект LOT130P на объекте SK (номер тендера: CGN-202304260005) для определения промежуточного значения проекта,Название проекта (Описание)
Проект BJ LOT101Dc Areas для ядерного островка (номер тендера: CGN-20210819002) был определен следующим образом:,Название проекта (Описание)
"В данном проекте CS LOT120C (консерваторы) (номер тендера: CGN-20230303002) для определения победителей проекта, например",Название проекта (Описание)
Насосы по охлаждению реактора LOT120Fb в рамках проекта BZ (номер тендера: CGN-20230214001) для определения победителя проекта,Название проекта (Описание)
Проект строительства Умного Умного Выставочного зала Бенедикта (No тендера: CGN-202306260004) для определения победителей проекта.,Название проекта (Описание)
В настоящем матрице 2022 года (второй пункт) (номер тендера: CGN-20220520002) для определения проекта,Название проекта (Описание)
Закупка проекта по строительству платформы для экспериментальных исследований в области энергетики (запрос No CGN-20220309006) для определения проекта,Название проекта (Описание)
Проект по созданию новой системы обнаружения в ключевых водах Бенянцзяна (номер тендера: CGN-20211009001) идентифицирует участников проекта следующим образом:,Название проекта (Описание)
Закупка Интеллектуальной диагностической системы для мониторинга водяного кабеля на атомных электростанциях (номер тендера: CGN-202112230004) для определения промежуточного участника проекта следующим образом:,Название проекта (Описание)
"Проект по модификации оборудования с переключением на контурную станцию Бенянцзян 500KV (номер тендера: CGN-20221202002), определяющий",Название проекта (Описание)
"Закупка оборудования, такого как источник консервативного давления (второе тендерное предложение) (номер тендера: CGN-20210204003-N1) для определения победителя проекта",Название проекта (Описание)
Наблюдение за мониторингом водного хозяйства в рамках проекта CW I (номер тендера: CGN-20230410001) для определения промежуточного значения проекта,Название проекта (Описание)
В рамках проекта LOT66 NI шкаф с низким давлением (номер тендера: CGN-20220415003) для определения победителей проекта.,Название проекта (Описание)
Проект BT LOT130Ac (запрос No: CGN-20220516001) для определения промежуточного значения проекта,Название проекта (Описание)
"AD, CS-проект LOT4 Закупка аэронавигационной группы (номер тендера: CGN-20230629002) для определения победителей проекта, например",Название проекта (Описание)
Проект по мониторингу и консультированию окружающей среды на суше в рамках проекта CW (номер тендера: CGN-202301170007) для определения средней части проекта,Название проекта (Описание)
"Тема зимнего и летнего гидрологического теста, типичного для летнего периода (номер тендера: CGN-202103220002) для определения победителей проекта",Название проекта (Описание)
"Проект 1 и 2 &lt; &lt; Бентампинг &gt; &gt; , вторгнувшийся в оборудование для подачи сигналов тревоги (номер тендера: CGN-20210810005)",Название проекта (Описание)
"В данном проекте BT LOT130D NI-фильтры (номер тендера: CGN-20220505003) для определения победителей проекта, например",Название проекта (Описание)
Проект CW на 2021-2024 гг. (заявочный номер проекта: CGN-20211009002) для определения проекта.,Название проекта (Описание)
"Внутренний элемент блока 1 и 2 LOT120Eb (номер тендера: CGN-20210930002) для проекта QX, определяющий, что бенефициаром проекта является:",Название проекта (Описание)
Закупка в рамках проекта CW LOT120 Eb (внутриконструкция текучести) (номер тендера: CGN-202301160003) для определения проекта,Название проекта (Описание)
Проект строительства и обслуживания подсистемы управления измерениями в рамках проекта BZ (Конференция No CGN-20221124005) для определения проекта,Название проекта (Описание)
Проект по модификации трансмиссивного двигателя в Беньянге (четвертый тендер) (номер тендера: CGN-20211109005-,Название проекта (Описание)
В данном проекте LOT61 для трансформатора на высоком давлении (номер тендера: CGN-20220616001-N1) для определения победителя проекта.,Название проекта (Описание)
Проект HLF для обычного острова и установки BOP (номер тендера: CGN-20220428001) для определения участника проекта,Название проекта (Описание)
Проект CW (Морская часть) (Конференция No: CGN-20230109002) для определения участников проекта,Название проекта (Описание)
"Закупки, связанные с проектом Nintendo SK LOT120G (номер тендера: CGN-20221229003), для определения участника проекта.",Название проекта (Описание)
"Проект LOT111C (LOT111C) на Ядерном острове (номер тендера: CGN-20220505002), определяющий проект.",Название проекта (Описание)
"Проект мониторинга третьей стороны на атомных электростанциях &lt; &lt; Сухопутные атомные электростанции &gt; &gt; (номер тендера: CGN-202209210002) для определения победителей проекта, например",Название проекта (Описание)
"Насосы по охлаждению реактора LOT120F в рамках проекта CW (номер тендера: CGN-20230215001), определяющие участников проекта",Название проекта (Описание)
Проект по проектированию и разработке нового топливного тары Бенянцзяна (номер тендера: CGN-202305310005),Название проекта (Описание)
Проектный проект BZ по строительству моста и моста на Сите (заявление No CGN-20230510004) для определения средней части проекта,Название проекта (Описание)
"Закупка оборудования GIS на электростанции &lt; &lt; Чжуншань &gt; &gt; (заявка No CGN-20210520004) для определения победителей проекта, например,",Название проекта (Описание)
"Проект No 1, блок No 2 LOT130Ib (Техническое оборудование для крепления цемента TES) (номер тендера: CGN-202106010002)",Название проекта (Описание)
Проект LOT24A &quot; Гуандун &quot; (перезакупка) (номер тендера: CGN-202103250004-N1) для выявления участников проекта,Название проекта (Описание)
LOT190K LOT190K (запрос No CGN-20210517003) для определения проекта.,Название проекта (Описание)
Закупка проектно-конструкторских услуг по проекту &lt; &lt; Интелс &gt; &gt; (заявочный номер проекта: CGN-20220530007) для определения победителей проекта,Название проекта (Описание)
Услуги по внедорожному транспорту для оборудования проекта LF (пункт 2) (Конференция No: CGN-20220719002) для определения проекта,Название проекта (Описание)
Регулярный анклав LOT44Eb для блока LOT44Eb (заявочный номер проекта: CGN-20210408007-N1) для определения,Название проекта (Описание)
Закупка подводной части подводной части подводного устройства для ингаляторов (номер тендера: CGN-20220616004) для определения участника проекта,Название проекта (Описание)
"В этом экспериментальном устройстве проводится детальная съемочная работа по закупке услуг (номер тендера: CGN-202305150004) для определения того, кто будет выбран в качестве участника проекта.",Название проекта (Описание)
"Сервис по мониторингу водной среды в рамках проекта CS (номер тендера: CGN-20230718002) определяет, что среди участников проекта будут следующие:",Название проекта (Описание)
"Закупка блока LOT14Ba (KZC) для проекта BJ 1, 2 (номер тендера: CGN-20220920004) для определения этого подпункта",Название проекта (Описание)
Менеджер по ремонту и ремонту набережной Бенянцзян (запрос No: CGN-20230627007) идентифицирует участников проекта как,Название проекта (Описание)
Насосы под давлением в рамках проекта LOT134Bc (заявочный номер проекта: CGN-20211109003) для определения участника проекта.,Название проекта (Описание)
"Закупка материалов для моделирования конструкции топливного луча (номер тендера: CGN-20230627006) для определения победителей проекта, например",Название проекта (Описание)
AN Проект по проектированию систем мониторинга и предварительного фильтрации,Название проекта (Описание)
Проект AN &lt; &lt; Инжиниринг систем водного цикла и предварительной фильтрации &gt; &gt; (номер тендера: CGN-20220629002) для определения проекта,Название проекта (Описание)
Проект BZ LOT120Ed (внутриконструкция) (номер тендерного проекта: CGN-202303140007) для определения победителей проекта,Название проекта (Описание)
Проект BJ на 2021-2024 гг. (заявочный номер проекта: CGN-20210908001) для определения проекта.,Название проекта (Описание)
Данный проект LOT152A для немощного водородного комбината (номер тендера: CGN-20220908001) для определения медианы проекта,Название проекта (Описание)
Закупка проектно-конструкторских работ (перезагрузка) (номер тендера: CGN-202203300006-N1) и определен следующим образом:,Название проекта (Описание)
Закупка оборудования для данного проекта BS на условиях внешнего подряда (номер тендера: CGN-202112230003-N1) для определения выигравшей стороны проекта,Название проекта (Описание)
Проект LOT150Ba DER Холодный гидравлический блок (номер тендера: CGN-20221010001) для определения победителей проекта,Название проекта (Описание)
"Электронные системы административного обмена LOT78Ca (номер тендера: CGN-20211029004-N1) для проекта BJ 1, 2, для определения победителей проекта, например",Название проекта (Описание)
В рамках проекта LOT130P на объекте LOT130P (номер тендера: CGN-20220530001) для определения медианы проекта,Название проекта (Описание)
"Закупка ветроэлектронного оборудования для проекта Jiangang Song Kong (заказ No CGN-202104010005) для определения победителей проекта, таких как",Название проекта (Описание)
Проект LOT41A (Оборудование для нагрева воды) (номер тендера: CGN-202304060012) для определения участника проекта,Название проекта (Описание)
2-й тендер на строительство лаборатории современных материалов (номер тендера: CGN-202209260009-N1) для определения промежуточного тендера проекта,Название проекта (Описание)
Проект «Закупка оборудования для автоматической розыгрыши (пункт 2)» (заказ No CGN-20210527004-N1) для определения,Название проекта (Описание)
Проект LOT190K LOT190K (номер тендера: CGN-20230317002) для определения промежуточного значения проекта,Название проекта (Описание)
Проект по управлению водопользованием в рамках проекта Six-Life в провинции Хэбэй (Конференция No CGN-202111030003) для определения промежуточного значения проекта,Название проекта (Описание)
Сервис по проектной цене BJ (пункт I) (номер тендера: CGN-202201120003) для определения проекта,Название проекта (Описание)
Закупка сети перехвата воды на атомных электростанциях (номер тендера: CGN-20220530005) идентифицирует участников проекта следующим образом:,Название проекта (Описание)
"1-я серия проекта по циррозу на дорогах (область Сиша) (заявление No CGN-20221027001), определение",Название проекта (Описание)
200 мегаватт-плюс для проекта Hong Kong Kong Gango 200 мегаватт-Ша (заявочный номер проекта: CGN-202010310001) для определения проекта.,Название проекта (Описание)
Устройство улавливания типа LOT130Fb для проекта SK (номер тендера: CGN-20230328009) для определения победителей проекта,Название проекта (Описание)
"Проект 1, блок 2 проекта SK LOT120H (Волатильные трубы) (номер тендера: CGN-20230602001) для определения проекта",Название проекта (Описание)
Проект топографической съемки глубоководных топографических объектов гидроэнергетических установок на горе (заявление No CGN-20220810008) для определения проекта,Название проекта (Описание)
Реконструкция проекта закупок (перезакупка) в Центре управления капитальным ремонтом в Бенянцзяне (номер тендера: CGN-20210507001-N1) для определения проекта,Название проекта (Описание)
Проект мониторинга третьей стороны ядерной энергетики Бентампинга (номер тендера: CGN-202206240002) для определения победителей проекта,Название проекта (Описание)
Консорциум 330kV в префектуре Бенедикт и проект &quot; epc &quot; (запрос No CGN-202302020004),Название проекта (Описание)
"В этом проекте LOT88Ac 3 коробки связи (номер тендера: CGN-20220720001) для определения победителей проекта, например",Название проекта (Описание)
Проект LOT110 (Устройство для реакторов) (номер тендера: CGN-20210415001) для определения участника проекта.,Название проекта (Описание)
"Проект AD по ремонту холодных каналов для перевозки охлажденных источников (номер тендера: CGN-20220928007), в котором определены следующие участники проекта:",Название проекта (Описание)
Проект «Проект строительства новой системы мониторинга и предварительной фильтрации воды Янцзы» (запрос No CGN-20210204002) для определения проекта,Название проекта (Описание)
В этом проекте LOT65 для обычных островов и шкафов давления в BOP (номер тендера: CGN-202204010002) для определения проекта.,Название проекта (Описание)
"Закупка новой механической системы топливного подъемника (номер тендера: CGN-20220826001) для определения победителей проекта, например",Название проекта (Описание)
"Проект строительства выставочного зала в этом здании с ядерными установками (номер тендера: CGN-20221215002) для определения победителей проекта, например",Название проекта (Описание)
"Закупка проекта &lt; &lt; Озеленение &gt; &gt; здания &lt; &lt; Инжиниринг &gt; &gt; , Китай и Китай (номер тендера: CGN-202209190010) для определения победителей проекта, например",Название проекта (Описание)
Закупка частичных матриц для установки для ингаляторов (номер тендера: CGN-20220628001) для выявления участников проекта,Название проекта (Описание)
"В рамках проекта LOT190S (заявочный номер проекта: CGN-202304030004-N1) для определения победителей проекта, например",Название проекта (Описание)
Закупка этого универсального соединения (второй повторный тендер) (номер тендера: CGN-202110270001-N2) для определения проекта,Название проекта (Описание)
В рамках проекта CW LOT140Pj (запрос No: CGN-202302270004) для определения степеней проекта,Название проекта (Описание)
Проект по проектному проекту BT в Бен-Ганси (Конференция No CGN-20220608002) для определения проекта,Название проекта (Описание)
Этот крупный резерв материалов LOT140Jh (запрос No CGN-202306070010) для определения средней части проекта.,Название проекта (Описание)
Оборудование для входа на станцию No 1 и 2 (запрос No CGN-202107210004) для определения проекта,Название проекта (Описание)
